composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,band_gap
Cd1 Ge1 As2,32.0,48.0,16.0,36.5,5.75,33.0,70.0,84.0,14.0,79.25,4.75,84.0,72.64,112.411,39.771,83.72354999999999,14.343724999999996,74.9216,594.22,1211.4,617.1800000000001,996.405,201.09250000000003,1090.0,12.0,15.0,3.0,14.0,1.0,15.0,4.0,5.0,1.0,4.25,0.375,4.0,119.0,144.0,25.0,125.5,9.25,119.0,1.69,2.18,0.4900000000000002,2.015,0.1650000000000001,2.18,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,3.0,14.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,1.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,1.25,3.0,19.495,23.005,3.509999999999998,21.7125,1.1087500000000006,22.175,0.0,0.383,0.383,0.09575,0.143625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,187.75,21.75,166.0,0.53
Ga1 As1,31.0,33.0,2.0,32.0,1.0,31.0,74.0,84.0,10.0,79.0,5.0,74.0,69.723,74.9216,5.198599999999999,72.3223,2.5992999999999995,69.723,302.91,1090.0,787.0899999999999,696.455,393.545,302.91,13.0,15.0,2.0,14.0,1.0,13.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,122.0,3.0,120.5,1.5,119.0,1.81,2.18,0.3700000000000001,1.995,0.185,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,18.8575,22.175,3.317499999999999,20.51625,1.6587499999999995,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,166.0,102.0,115.0,51.0,64.0,1.43
Cu1 Sb1 S2,16.0,51.0,35.0,28.0,12.0,16.0,64.0,88.0,24.0,81.25,8.625,88.0,32.065,121.76,89.69500000000001,62.359,30.294000000000004,32.065,388.36,1357.77,969.41,759.5675000000001,371.2075,388.36,11.0,16.0,5.0,14.5,1.75,16.0,3.0,5.0,2.0,3.75,0.75,3.0,105.0,139.0,34.0,120.25,15.25,105.0,1.9,2.58,0.6800000000000002,2.2775,0.3025000000000001,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.75,1.375,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,9.5,3.5,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5,2.0,11.07,31.56,20.49,23.5509375,6.240468750000001,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,132.75,62.75,70.0,1.4
Sr1 Te1,38.0,52.0,14.0,45.0,7.0,38.0,8.0,90.0,82.0,49.0,41.0,8.0,87.62,127.6,39.97999999999999,107.61,19.989999999999995,87.62,722.66,1050.0,327.34000000000003,886.3299999999999,163.67000000000002,722.66,2.0,16.0,14.0,9.0,7.0,2.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,195.0,57.0,166.5,28.5,138.0,0.95,2.1,1.15,1.525,0.5750000000000001,0.95,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,34.7633333333,54.23,19.4666666667,44.49666666665,9.73333333335,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,188.5,36.5,152.0,3.77
In1 Sb1,49.0,51.0,2.0,50.0,1.0,49.0,75.0,85.0,10.0,80.0,5.0,75.0,114.818,121.76,6.942000000000007,118.289,3.471000000000004,114.818,429.75,903.78,474.03,666.765,237.015,429.75,13.0,15.0,2.0,14.0,1.0,13.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,142.0,3.0,140.5,1.5,139.0,1.78,2.05,0.2699999999999998,1.915,0.1349999999999999,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,24.26,31.56,7.299999999999997,27.91,3.649999999999999,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,166.0,27.0,152.5,13.5,139.0,0.18
Pb1 Te1,52.0,82.0,30.0,67.0,15.0,52.0,81.0,90.0,9.0,85.5,4.5,81.0,127.6,207.2,79.6,167.39999999999998,39.8,127.6,600.61,722.66,122.04999999999995,661.635,61.02499999999998,600.61,14.0,16.0,2.0,15.0,1.0,14.0,5.0,6.0,1.0,5.5,0.5,5.0,138.0,146.0,8.0,142.0,4.0,138.0,2.1,2.33,0.2299999999999999,2.215,0.1149999999999999,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,16.0,28.0,12.0,22.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,28.11,34.7633333333,6.653333333299997,31.43666666665,3.3266666666499987,28.11,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,188.5,36.5,152.0,0.31
Mg2 Pb1,12.0,82.0,70.0,35.333333333333336,31.111111111111114,12.0,68.0,81.0,13.0,72.33333333333333,5.777777777777776,68.0,24.305,207.2,182.895,85.27,81.28666666666666,24.305,600.61,923.0,322.39,815.5366666666667,143.2844444444444,923.0,2.0,14.0,12.0,6.0,5.333333333333333,2.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,141.0,146.0,5.0,142.66666666666666,2.222222222222219,141.0,1.31,2.33,1.02,1.65,0.4533333333333333,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,10.0,10.0,3.333333333333333,4.444444444444444,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,2.0,28.0,26.0,10.666666666666666,11.555555555555555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,22.89,28.11,5.219999999999999,24.63,2.319999999999999,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,204.33333333333331,13.77777777777778,194.0,0.1
Li1 Bi1 S2,3.0,83.0,80.0,29.5,26.75,16.0,1.0,88.0,87.0,65.75,32.375,88.0,6.941,208.9804,202.0394,70.01285,69.48377500000001,32.065,388.36,544.4,156.03999999999996,443.7025,55.34249999999999,388.36,1.0,16.0,15.0,12.0,5.5,16.0,2.0,6.0,4.0,3.5,1.25,3.0,105.0,148.0,43.0,121.5,16.5,105.0,0.98,2.58,1.6,2.04,0.54,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.75,1.375,4.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,14.0,14.0,3.5,5.25,0.0,1.0,29.0,28.0,10.5,9.25,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5,2.0,16.5933333333,32.95,16.356666666700004,25.279270833325,4.3429687500125,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,95.25,66.875,70.0,0.11
Cu0.3 Ga1.7 S2.7,16.0,31.0,15.0,22.255319148936167,7.186962426437301,16.0,64.0,88.0,24.0,81.40425531914894,7.578089633318242,88.0,32.065,69.723,37.658,47.69540425531915,17.958336803983705,32.065,302.91,1357.77,1054.86,419.32978723404256,119.80087822544137,388.36,11.0,16.0,5.0,14.595744680851062,1.6133997283838843,16.0,3.0,4.0,1.0,3.425531914893617,0.488909008601177,3.0,105.0,132.0,27.0,112.87234042553192,9.044816659121777,105.0,1.81,2.58,0.77,2.2580851063829788,0.3698596650067904,2.58,1.0,2.0,1.0,1.9361702127659568,0.1195110909913989,2.0,0.0,4.0,4.0,2.6595744680851063,1.540063377093707,4.0,0.0,10.0,10.0,4.25531914893617,4.88909008601177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,8.851063829787234,3.275690357627885,6.0,0.0,1.0,1.0,0.0638297872340425,0.1195110909913988,0.0,0.0,5.0,5.0,2.9574468085106385,1.4775916704391128,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.021276595744681,1.4314169307378906,2.0,11.07,25.786875,14.716874999999998,22.34113031914893,3.958940697148029,25.786875,0.0,2.202,2.202,1.264978723404255,1.0765776369397917,2.202,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,77.72340425531915,18.801267541874157,70.0,2.55
Ga1 Sb1,31.0,51.0,20.0,41.0,10.0,31.0,74.0,85.0,11.0,79.5,5.5,74.0,69.723,121.76,52.037000000000006,95.7415,26.018500000000003,69.723,302.91,903.78,600.8699999999999,603.345,300.43499999999995,302.91,13.0,15.0,2.0,14.0,1.0,13.0,4.0,5.0,1.0,4.5,0.5,4.0,122.0,139.0,17.0,130.5,8.5,122.0,1.81,2.05,0.2399999999999997,1.93,0.1199999999999998,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,18.8575,31.56,12.702499999999995,25.20875,6.351249999999999,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,166.0,102.0,115.0,51.0,64.0,0.67
Sm1 Te1,52.0,62.0,10.0,57.0,5.0,52.0,23.0,90.0,67.0,56.5,33.5,23.0,127.6,150.36,22.76000000000002,138.98000000000002,11.38000000000001,127.6,722.66,1345.0,622.34,1033.83,311.17,722.66,3.0,16.0,13.0,9.5,6.5,3.0,5.0,6.0,1.0,5.5,0.5,5.0,138.0,198.0,60.0,168.0,30.0,138.0,1.17,2.1,0.9300000000000002,1.635,0.4650000000000001,1.17,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,6.0,6.0,3.0,3.0,0.0,8.0,16.0,8.0,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,4.0,0.0,2.0,8.0,6.0,5.0,3.0,2.0,33.23,34.7633333333,1.5333333333,33.99666666665,0.7666666666499999,33.23,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,166.0,14.0,159.0,7.0,152.0,0.22
Pb1 O2,8.0,82.0,74.0,32.666666666666664,32.888888888888886,8.0,81.0,87.0,6.0,85.0,2.6666666666666665,87.0,15.9994,207.2,191.2006,79.73293333333332,84.97804444444444,15.9994,54.8,600.61,545.8100000000001,236.73666666666668,242.5822222222222,54.8,14.0,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,2.0,6.0,4.0,3.333333333333333,1.777777777777778,2.0,66.0,146.0,80.0,92.66666666666669,35.55555555555556,66.0,2.33,3.44,1.11,3.0700000000000003,0.4933333333333332,3.44,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.333333333333333,0.8888888888888888,4.0,0.0,10.0,10.0,3.333333333333333,4.444444444444444,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,6.0,28.0,22.0,13.333333333333334,9.77777777777778,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,28.11,19.005,15.44,8.446666666666665,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,83.0,94.66666666666669,12.0,1.4
Pb6 B2 Mo1 O12,5.0,82.0,77.0,30.476190476190474,30.539682539682538,8.0,50.0,87.0,37.0,82.0952380952381,5.605442176870747,87.0,10.811,207.2,196.389,73.94165714285714,78.24460952380953,15.9994,54.8,2896.0,2841.2,564.4409523809524,582.4468027210884,54.8,6.0,16.0,10.0,14.666666666666666,1.5238095238095235,16.0,2.0,6.0,4.0,3.2857142857142856,1.7142857142857142,2.0,66.0,154.0,88.0,94.76190476190476,34.92063492063492,66.0,2.04,3.44,1.4,2.9285714285714284,0.5844897959183674,3.44,1.0,2.0,1.0,1.9523809523809523,0.090702947845805,2.0,0.0,4.0,4.0,2.952380952380953,1.1972789115646258,4.0,0.0,10.0,10.0,3.095238095238096,4.126984126984127,0.0,0.0,14.0,14.0,4.0,5.714285714285714,0.0,3.0,28.0,25.0,12.0,9.142857142857142,6.0,0.0,1.0,1.0,0.0476190476190476,0.0907029478458049,0.0,0.0,5.0,5.0,2.761904761904762,1.1337868480725624,2.0,0.0,5.0,5.0,0.238095238095238,0.4535147392290248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0476190476190474,1.1972789115646258,2.0,7.1725,28.11,20.9375,14.664523809523809,7.78079365079365,9.105,0.0,1.524,1.524,0.1451428571428571,0.2626394557823129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,97.85714285714286,98.12244897959184,12.0,2.9
Rb1 Cd4 In5 Se12,34.0,49.0,15.0,40.09090909090909,6.925619834710744,34.0,4.0,89.0,85.0,78.5,11.454545454545457,89.0,78.96,114.818,35.858000000000004,93.48735454545456,16.577073553719014,78.96,312.46,594.22,281.76000000000005,489.3677272727273,43.18148760330578,494.0,1.0,16.0,15.0,13.909090909090908,2.28099173553719,16.0,4.0,5.0,1.0,4.454545454545454,0.4958677685950413,4.0,120.0,220.0,100.0,133.9090909090909,15.173553719008265,120.0,0.82,2.55,1.73,2.14,0.4472727272727272,2.55,1.0,2.0,1.0,1.9545454545454544,0.0867768595041321,2.0,0.0,4.0,4.0,2.409090909090909,1.7355371900826448,4.0,0.0,10.0,10.0,9.545454545454543,0.8677685950413228,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,13.909090909090908,2.28099173553719,16.0,0.0,1.0,1.0,0.0454545454545454,0.0867768595041322,0.0,0.0,5.0,5.0,2.227272727272727,1.2603305785123966,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.272727272727273,1.2396694214876034,2.0,19.495,90.7225,71.22749999999999,27.32011363636364,5.763853305785123,25.92,0.0,0.799,0.799,0.4358181818181819,0.396198347107438,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,84.9090909090909,77.35537190082646,14.0,1.57
Se0.4 Te0.6,34.0,52.0,18.0,44.8,8.64,52.0,89.0,90.0,1.0,89.6,0.4800000000000011,90.0,78.96,127.6,48.64,108.144,23.3472,127.6,494.0,722.66,228.66,631.1959999999999,109.7568,722.66,16.0,16.0,0.0,16.0,0.0,16.0,4.0,5.0,1.0,4.6,0.4800000000000001,5.0,120.0,138.0,18.0,130.8,8.639999999999997,138.0,2.1,2.55,0.4499999999999997,2.28,0.2159999999999999,2.1,2.0,2.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,25.92,34.7633333333,8.843333333299995,31.22599999998,4.2447999999839965,34.7633333333,0.464,0.799,0.335,0.5980000000000001,0.1608,0.464,0.0,0.0,0.0,0.0,0.0,0.0,14.0,152.0,138.0,96.8,66.24,152.0,0.7
Ce2 O2 Fe1 Se2,8.0,58.0,50.0,32.285714285714285,15.673469387755102,8.0,15.0,89.0,74.0,62.42857142857143,29.22448979591837,15.0,15.9994,140.116,124.11660000000002,75.14225714285715,39.309420408163255,15.9994,54.8,1811.0,1756.2,721.5142857142857,510.9877551020408,54.8,3.0,16.0,13.0,11.142857142857142,5.551020408163266,3.0,2.0,6.0,4.0,4.0,1.1428571428571428,2.0,66.0,204.0,138.0,130.28571428571428,42.61224489795918,66.0,1.12,3.44,2.32,2.292857142857143,0.8024489795918367,1.12,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,0.0,0.0,10.0,10.0,4.0,4.0,0.0,0.0,1.0,1.0,0.2857142857142857,0.4081632653061224,0.0,4.0,16.0,12.0,8.571428571428571,4.244897959183674,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,0.0,0.0,9.0,9.0,3.142857142857143,3.591836734693877,0.0,0.0,13.0,13.0,3.7142857142857135,5.306122448979592,0.0,2.0,22.0,20.0,8.0,8.0,2.0,9.105,37.24,28.135,22.18,10.742857142857144,9.105,0.0,0.799,0.799,0.2282857142857143,0.3261224489795918,0.0,0.0,2.1106628,2.1106628,0.3015232571428571,0.5168970122448979,0.0,12.0,229.0,217.0,95.57142857142856,94.36734693877553,12.0,0.64
Cd1 Se1,34.0,48.0,14.0,41.0,7.0,34.0,70.0,89.0,19.0,79.5,9.5,70.0,78.96,112.411,33.45100000000001,95.6855,16.725500000000004,78.96,494.0,594.22,100.22000000000004,544.11,50.110000000000014,494.0,12.0,16.0,4.0,14.0,2.0,12.0,4.0,5.0,1.0,4.5,0.5,4.0,120.0,144.0,24.0,132.0,12.0,120.0,1.69,2.55,0.8599999999999999,2.12,0.4299999999999999,1.69,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,14.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,19.495,25.92,6.425000000000001,22.707500000000003,3.2125000000000004,19.495,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,104.0,90.0,14.0,1.83
In0.01 P0.01 Ga0.99 As0.99,15.0,49.0,34.0,32.0,1.16,31.0,74.0,84.0,10.0,79.0,4.99,74.0,30.973762,114.818,83.84423799999999,72.32803580999999,2.99252819,69.723,302.91,1090.0,787.0899999999999,693.2257,392.806557,302.91,13.0,15.0,2.0,14.0,1.0,13.0,3.0,5.0,2.0,4.0,0.01,4.0,107.0,142.0,35.0,120.54,1.66,119.0,1.78,2.19,0.4099999999999999,1.9949000000000003,0.1852,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,10.0,10.0,9.95,0.0995000000000007,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,13.95,1.0395,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,18.8575,24.26,5.4025,20.545238690476,1.6708613035712396,18.8575,0.0,1.625,1.625,0.008125,0.01616875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,166.0,164.0,114.555,51.175,64.0,1.43
Rb1 Ca1 B1 O3,5.0,37.0,32.0,14.333333333333334,9.444444444444445,8.0,4.0,87.0,83.0,57.333333333333336,34.55555555555556,87.0,10.811,85.4678,74.6568,30.72583333333333,21.36471111111111,15.9994,54.8,2348.0,2293.2,656.6433333333333,716.571111111111,54.8,1.0,16.0,15.0,10.666666666666666,6.111111111111111,16.0,2.0,5.0,3.0,2.833333333333333,1.111111111111111,2.0,66.0,220.0,154.0,113.0,56.66666666666666,66.0,0.82,3.44,2.62,2.3633333333333333,1.0766666666666669,3.44,1.0,2.0,1.0,1.8333333333333333,0.2777777777777778,2.0,0.0,4.0,4.0,2.1666666666666665,1.8333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.0,6.0,0.0,1.0,1.0,0.1666666666666666,0.2777777777777778,0.0,0.0,5.0,5.0,1.8333333333333333,1.2222222222222223,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,2.0,7.1725,90.7225,83.55,27.163333333333338,24.721944444444446,9.105,0.0,1.524,1.524,0.254,0.4233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,109.33333333333331,97.33333333333331,12.0,3.67
